qid,year,subject,auto_tier,auto_best,expert_tier,expert_link,link_src,advantage,transform,weight,text_snippet
2023_P_27,2023,Economy,4,2020_P_69,2,2020_P_69,expert,conceptual,entity-bridge,1.00,Consider the following statements: 1. The Government of India provides Minimum Support Price for niger (Guizotia abyssinica) seeds. 2. Niger is cultiv
2023_P_28,2023,Economy,0,,,,auto,,,0.00,Consider the investments in the following assets: 1. Brand recognition 2. Inventory 3. Intellectual property 4. Mailing list of clients How many of th
2023_P_29,2023,Polity,3,2012_P_33,,2012_P_33,auto,,,0.00,Consider the following: 1. Demographic performance 2. Forest and ecology 3. Governance reforms 4. Stable government 5. Tax and fiscal efforts For the 
2023_P_3,2023,Geography,3,2015_P_78,,2015_P_78,auto,,,0.00,Consider the following trees: 1. Jackfruit (Artocarpus heterophyllus) 2. Mahua (Madhuca indica) 3. Teak (Tectona grandis) How many of the above are de
2023_P_30,2023,Polity,1,2022_P_74,,2022_P_74,auto,,,0.00,Consider the following infrastructure sectors: 1. Affordable housing 2. Mass rapid transport 3. Health care 4. Renewable energy On how many of the abo
2023_P_31,2023,Polity,3,2021_P_91,,2021_P_91,auto,,,0.00,"In essence, what does 'Due Process of Law' mean?"
2023_P_32,2023,Polity,1,2021_P_83,,2021_P_83,auto,,,0.00,"Consider the following statements: Statement-I: In India, prisons are managed by State Governments with their own rules and regulations for the day-to"
2023_P_33,2023,Polity,1,2022_P_73,0,,expert,none,spurious,5.40,Which one of the following statements best reflects the Chief purpose of the 'Constitution' of a country?
2023_P_34,2023,Polity,3,2006_P_94,,2006_P_94,auto,,,0.00,"In India, which one of the following Constitutional Amendments was widely believed to be enacted to overcome the judicial interpretations of the Funda"
2023_P_35,2023,Polity,3,2004_P_90,,2004_P_90,auto,,,0.00,Consider the following organizations/bodies in India: 1. The National Commission for Backward Classes 2. The National Human Rights Commission 3. The N
2023_P_36,2023,Polity,3,2007_P_6,,2007_P_6,auto,,,0.00,"Consider the following statements: 1. If the election of the President of India is declared void by the Supreme Court of India, all acts done by him/h"
2023_P_37,2023,Polity,4,2012_P_57,3,2012_P_57,expert,conceptual,entity-bridge,1.00,"With reference to Finance Bill and Money Bill in the Indian Parliament, consider the following statements: 1. When the Lok Sabha transmits Finance Bil"
2023_P_38,2023,Polity,3,2012_P_90,,2012_P_90,auto,,,0.00,Consider the following statements: Once the Central Government notifies an area as a 'Community Reserve' 1. the Chief Wildlife Warden of the State bec
2023_P_39,2023,Polity,3,2013_P_95,,2013_P_95,auto,,,0.00,"With reference to 'Scheduled Areas' in India, consider the following statements: 1. Within a State, the notification of an area as Scheduled Area take"
2023_P_4,2023,Geography,1,2012_P_46,,2012_P_46,auto,,,0.00,Consider the following statements: 1. India has more arable area than China. 2. The proportion of irrigated area is more in India as compared to China
2023_P_40,2023,Polity,3,2003_P_11,,2003_P_11,auto,,,0.00,Consider the following statements: Statement-I: The Supreme Court of India has held in some judgements that the reservation policies made under Articl
2023_P_41,2023,History,3,2015_P_39,,2015_P_39,auto,,,0.00,"In which one of the following regions was Dhanyakataka, which flourished as a prominent Buddhist centre under the Mahasanghikas, located?"
2023_P_42,2023,Art & Culture,3,2013_P_33,2,2013_P_33,expert,elimination,entity-bridge,7.05,"With reference to ancient India, consider the following statements: 1. The concept of Stupa is Buddhist in origin. 2. Stupa was generally a repository"
2023_P_43,2023,History,1,2012_P_21,,2012_P_21,auto,,,0.00,"With reference to ancient South India, Korkai, Poompuhar and Muchiri were well known as"
2023_P_44,2023,History,0,,1,2022_P_93,expert,pattern,expert-verified-weak,3.86,Which one of the following explains the practice of 'Vattakirutal' as mentioned in Sangam poems?
2023_P_45,2023,History,3,2017_P_51,2,2017_P_51,expert,conceptual,entity-bridge,7.05,Consider the following dynasties: 1. Hoysala 2. Gahadavala 3. Kakatiya 4. Yadava How many of the above dynasties established their kingdoms in early e
2023_P_46,2023,History,3,2005_P_88,,2005_P_88,auto,,,0.00,"With reference to ancient Indian History, consider the following pairs: Literary work Author 1. Devichandragupta : Bilhana 2. Hammira-Mahakavya : Naya"
2023_P_47,2023,Art & Culture,1,2017_P_53,,2017_P_53,auto,,,0.00,"""Souls are not only the property of animal and plant life, but also of rocks, running water and many other natural objects not looked on as living by "
2023_P_48,2023,History,3,2022_P_59,,2022_P_59,auto,,,0.00,Who among the following rulers of Vijayanagara Empire constructed a large dam across Tungabhadra River and a canal-cum-aqueduct several kilometres lon
2023_P_49,2023,History,0,,,,auto,,,0.00,Who among the following rulers of medieval Gujarat surrendered Diu to Portuguese?
2023_P_5,2023,Environment,2,2011_P_75,1,2011_P_75,expert,pattern,weak-association,1.00,"Which one of the following is the best example of repeated falls in sea level, giving rise to present-day extensive marshland?"
2023_P_50,2023,History,4,2007_P_56,3,2007_P_56,expert,conceptual,entity-bridge,1.00,By which one of the following Acts was the Governor General of Bengal designated as the Governor General of India?
2023_P_51,2023,Polity,3,2012_P_52,,2012_P_52,auto,,,0.00,Consider the following statements in relation to Janani Suraksha Yojana: 1. It is a safe motherhood intervention of the State Health Departments. 2. I
2023_P_52,2023,Polity,3,2010_P_20,,2010_P_20,auto,,,0.00,Consider the following statements in the context of interventions being undertaken under Anaemia Mukt Bharat Strategy: 1. It provides prophylactic cal
2023_P_53,2023,Science & Technology,3,2019_P_26,,2019_P_26,auto,,,0.00,Consider the following statements: 1. Carbon fibres are used in the manufacture of components used in automobiles and aircrafts. 2. Carbon fibres once
2023_P_54,2023,Science & Technology,0,,,,auto,,,0.00,Consider the following actions: 1. Detection of car crash/collision which results in the deployment of airbags almost instantaneously 2. Detection of 
2023_P_55,2023,Geography,0,,0,,expert,none,spurious,3.86,"With reference to the role of biofilters in Recirculating Aquaculture System, consider the following statements: 1. Biofilters provide waste treatment"
2023_P_56,2023,Science & Technology,3,2011_P_31,,2011_P_31,auto,,,0.00,Consider the following pairs: Objects in space Description 1. Cepheids: Giant clouds of dust and gas in space 2. Nebulae: Stars which brighten and dim
2023_P_57,2023,Science & Technology,4,2018_P_61,3,2018_P_61,expert,conceptual,entity-bridge,1.00,Which one of the following countries has its own Satellite Navigation System?
2023_P_58,2023,Science & Technology,3,2003_P_53,,2003_P_53,auto,,,0.00,"Consider the following statements: 1. Ballistic missiles are jet-propelled at subsonic speeds throughout their flights, while cruise missiles are rock"
2023_P_59,2023,Geography,3,2020_P_79,,2020_P_79,auto,,,0.00,Consider the following statements regarding mercury pollution: 1. Gold mining activity is a source of mercury pollution in the world. 2. Coal-based th
2023_P_6,2023,Geography,0,,,,auto,,,0.00,"Ilmenite and rutile, abundantly available in certain coastal tracts of India, are rich sources of which one of the following?"
2023_P_60,2023,Science & Technology,4,2010_P_35,2,2010_P_35,expert,conceptual,entity-bridge,1.00,"With reference to green hydrogen, consider the following statements: 1. It can be used directly as a fuel for internal combustion. 2. It can be blende"
2023_P_61,2023,Geography,1,2004_P_52,,2004_P_52,expert,,,0.00,Consider the following countries: 1. Bulgaria 2. Czech Republic 3. Hungary 4. Latvia 5. Lithuania 6. Romania How many of the above-mentioned countries
2023_P_62,2023,Geography,2,2004_P_72,1,2004_P_72,expert,pattern,weak-association,1.00,"With reference to the Earth's atmosphere, which one of the following statements is correct?"
2023_P_63,2023,Geography,1,2011_P_22,,2011_P_22,auto,,,0.00,Consider the following statements: Statement-I: The soil in tropical rain forests is rich in nutrients. Statement-II: The high temperature and moistur
2023_P_64,2023,Geography,1,2013_P_57,,2013_P_57,auto,,,0.00,Consider the following statements: Statement-I: The temperature contrast between continents and oceans is greater during summer than in winter. Statem
2023_P_65,2023,Geography,0,,,,auto,,,0.00,"Consider the following statements: 1. In a seismograph, P waves are recorded earlier than S waves. 2. In P waves, the individual particles vibrate to "
2023_P_66,2023,Economy,3,2004_P_41,,2004_P_41,auto,,,0.00,"With reference to coal-based thermal power plants in India, consider the following statements: 1. None of them uses seawater. 2. None of them is set u"
2023_P_67,2023,Science & Technology,2,2017_P_78,0,,expert,none,spurious,1.00,'Wolbachia method' is sometimes talked about with reference to which one of the following?
2023_P_68,2023,Environment,1,2012_P_5,,2012_P_5,auto,,,0.00,Consider the following activities: 1. Spreading finely ground basalt rock on farmlands extensively 2. Increasing the alkalinity of oceans by adding li
2023_P_69,2023,Science & Technology,2,2020_P_42,2,2020_P_42,expert,elimination,angle-shift,1.00,'Aerial metagenomics' best refers to which one of the following situations?
2023_P_7,2023,Economy,3,2016_P_36,,2016_P_36,auto,,,0.00,"About three-fourths of world's cobalt, a metal required for the manufacture of batteries for electric motor vehicles, is produced by"
2023_P_70,2023,Science & Technology,3,2021_P_70,,2021_P_70,auto,,,0.00,'Microsatellite DNA' is used in the case of which one of the following?
2023_P_71,2023,Economy,3,2013_P_73,2,2013_P_73,expert,elimination,same-fact-new-frame,7.05,"Consider the following statements with reference to India: 1. According to the 'Micro, Small and Medium Enterprises Development (MSMED) Act, 2006', th"
2023_P_72,2023,Economy,3,2016_P_84,,2016_P_84,auto,,,0.00,"With reference to Central Bank digital currencies, consider the following statements: 1. It is possible to make payments in a digital currency without"
2023_P_73,2023,Economy,3,2010_P_33,,2010_P_33,auto,,,0.00,"In the context of finance, the term 'beta' refers to"
2023_P_74,2023,Economy,3,2020_P_59,,2020_P_59,auto,,,0.00,Consider the following statements: 1. The Self-Help Group (SHG) programme was originally initiated by the State Bank of India by providing microcredit
2023_P_75,2023,Polity,1,2021_P_81,,2021_P_81,auto,,,0.00,"Consider the following statements: Statement-I: India's public sector health care system largely focuses on curative care with limited preventive, pro"
2023_P_76,2023,Geography,1,2010_P_41,,2010_P_41,auto,,,0.00,"Consider the following statements: Statement-I: According to the United Nations' 'World Water Development Report, 2022', India extracts more than a qu"
2023_P_77,2023,Polity,3,2003_P_48,,2003_P_48,auto,,,0.00,"Consider the following statements: 1. According to the Constitution of India, the Central Government has a duty to protect States from internal distur"
2023_P_78,2023,Geography,0,,,,auto,,,0.00,Which one of the following countries has been suffering from decades of civil strife and food shortages and was in news in the recent past for its ver
2023_P_79,2023,Polity,3,2016_P_30,,2016_P_30,auto,,,0.00,"Consider the following statements: 1. In India, the Biodiversity Management Committees are key to the realization of the objectives of the Nagoya Prot"
2023_P_8,2023,Geography,0,,,,auto,,,0.00,Which one of the following is a part of the Congo Basin?
2023_P_80,2023,Polity,3,2007_P_7,,2007_P_7,auto,,,0.00,Consider the following statements in respect of election to the President of India: 1. The members nominated to either House of the Parliament or the 
2023_P_81,2023,History,3,2017_P_13,,2017_P_13,auto,,,0.00,"With reference to the Indian History, Alexander Rea, A. H. Longhurst, Robert Sewell, James Burgess and Walter Elliot were associated with"
2023_P_82,2023,Art & Culture,3,2013_P_33,,2013_P_33,auto,,,0.00,Consider the following pairs: Site Well known for 1. Besnagar : Shaivite cave shrine 2. Bhaja : Buddhist cave shrine 3. Sittanavasal : Jain cave shrin
2023_P_83,2023,History,3,2019_P_5,4,2019_P_5,expert,answerability,entity-bridge,7.05,Consider the following statements: Statement-I: 7th August is declared as the National Handloom Day. Statement-II: It was in 1905 that the Swadeshi Mo
2023_P_84,2023,Polity,0,,,,auto,,,0.00,"Consider the following statements in respect of the National Flag of India according to the Flag Code of India, 2002: Statement-I: One of the standard"
2023_P_85,2023,Polity,1,2021_P_50,,2021_P_50,auto,,,0.00,Consider the following statements in respect of the Constitution Day: Statement-I: The Constitution Day is celebrated on 26th November every year to p
2023_P_86,2023,Economy,0,,,,auto,,,0.00,Consider the following statements: Statement-I: Switzerland is one of the leading exporters of gold in terms of value. Statement-II: Switzerland has t
2023_P_87,2023,Polity,1,2003_P_52,,2003_P_52,auto,,,0.00,"Consider the following statements: Statement-I: Recently, the United States of America (USA) and the European Union (EU) have launched the 'Trade and "
